ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045,2050,2055
comCHPNG,Northeast,PJ/y,0.176182524,0.116280466,0.058140233,0.017618252,0,0,0,0
comCHPBiomass,Northeast,PJ/y,0.059652313,0.039370526,0.019685263,0.005965231,0,0,0,0
comMicroCHPNG,Northeast,PJ/y,0,0,0,0,0,0,0,0
comMicroCHPBiomass,Northeast,PJ/y,0,0,0,0,0,0,0,0
comHVAC_HFC_HC,Northeast,PJ/y,0,0,0,0,0,0,0,0
comHVAC_HFO_HC,Northeast,PJ/y,0,0,0,0,0,0,0,0
comBoilerHydrogen,Northeast,PJ/y,0,0,0,0,0,0,0,0
comBoilerHydrogen_solarT,Northeast,PJ/y,0,0,0,0,0,0,0,0
comBoilerLPG,Northeast,PJ/y,0.020115706,0.013276366,0.006638183,0.002011571,0,0,0,0
comCHPFuelCellHdg,Northeast,PJ/y,0,0,0,0,0,0,0,0
comCHPHydrogen,Northeast,PJ/y,0,0,0,0,0,0,0,0
comCookingHydrogen,Northeast,PJ/y,0,0,0,0,0,0,0,0
comCookingLPG,Northeast,PJ/y,0.048546534,0.032040712,0.016020356,0.004854653,0,0,0,0
comMicroCHPHydrogen,Northeast,PJ/y,0,0,0,0,0,0,0,0
comLightingFluorescent,Northwest,PJ/y,1.386088961,0.914818714,0.457409357,0.138608896,0,0,0,0
comLightingOtherCCL,Northwest,PJ/y,0.52803389,0.348502367,0.174251184,0.052803389,0,0,0,0
comLightingLED,Northwest,PJ/y,1.386088961,0.914818714,0.457409357,0.138608896,0,0,0,0
comAppliancesCon,Northwest,PJ/y,1.522933183,1.005135901,0.50256795,0.152293318,0,0,0,0
comCookingElec,Northwest,PJ/y,0.568931181,0.37549458,0.18774729,0.056893118,0,0,0,0
comCookingNG,Northwest,PJ/y,0.568931181,0.37549458,0.18774729,0.056893118,0,0,0,0
comCookingBiomass,Northwest,PJ/y,0,0,0,0,0,0,0,0
comAC,Northwest,PJ/y,1.495409431,0.986970225,0.493485112,0.149540943,0,0,0,0
comACHFC_HC,Northwest,PJ/y,0,0,0,0,0,0,0,0
comACHFO_HC,Northwest,PJ/y,0,0,0,0,0,0,0,0
comBoilerNG,Northwest,PJ/y,0.393312093,0.259585982,0.129792991,0.039331209,0,0,0,0
comBoilerElectric,Northwest,PJ/y,0.382420902,0.252397795,0.126198898,0.03824209,0,0,0,0
comBoilerBiomass,Northwest,PJ/y,0.003856718,0.002545434,0.001272717,0.000385672,0,0,0,0
comBoilerNG_HC,Northwest,PJ/y,0,0,0,0,0,0,0,0
comBoilerElectric_HC,Northwest,PJ/y,0,0,0,0,0,0,0,0
comBoilerBiomass_HC,Northwest,PJ/y,0,0,0,0,0,0,0,0
comBoilerNG_solarT,Northwest,PJ/y,0,0,0,0,0,0,0,0
comBoilerElectriciy_solarT,Northwest,PJ/y,0,0,0,0,0,0,0,0
