ProcessName,RegionName,Time,Level,cap_exp,fix_exp,var_par,var_exp,TechnicalLife,UtilizationFactor,ScalingSize,efficiency,InterestRate,Type,Fuel,EndUse,AgentShare
e_tec2,BajaCalifSouth,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,appl,
e_tec,Peninsular,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,appl,
e_tec2,Peninsular,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,appl,
cars_gsl,Central,2020,fixed,0,0,0,0,0,0,0,0,0,energy,diesel,cars,
cars_hyd,Central,2020,fixed,0,0,0,0,0,0,0,0,0,energy,hydrogen,cars,
cars_gsl,Eastern,2020,fixed,0,0,0,0,0,0,0,0,0,energy,diesel,cars,
cars_hyd,Eastern,2020,fixed,0,0,0,0,0,0,0,0,0,energy,hydrogen,cars,
cars_gsl,Western,2020,fixed,0,0,0,0,0,0,0,0,0,energy,diesel,cars,
cars_hyd,Western,2020,fixed,0,0,0,0,0,0,0,0,0,energy,hydrogen,cars,
cars_gsl,Northwest,2020,fixed,0,0,0,0,0,0,0,0,0,energy,diesel,cars,
cars_hyd,Northwest,2020,fixed,0,0,0,0,0,0,0,0,0,energy,hydrogen,cars,
cars_gsl,North,2020,fixed,0,0,0,0,0,0,0,0,0,energy,diesel,cars,
cars_hyd,North,2020,fixed,0,0,0,0,0,0,0,0,0,energy,hydrogen,cars,
cars_gsl,Northeast,2020,fixed,0,0,0,0,0,0,0,0,0,energy,diesel,cars,
cars_hyd,Northeast,2020,fixed,0,0,0,0,0,0,0,0,0,energy,hydrogen,cars,
cars_gsl,BajaCalif,2020,fixed,0,0,0,0,0,0,0,0,0,energy,diesel,cars,
cars_hyd,BajaCalif,2020,fixed,0,0,0,0,0,0,0,0,0,energy,hydrogen,cars,
cars_gsl,BajaCalifSouth,2020,fixed,0,0,0,0,0,0,0,0,0,energy,diesel,cars,
cars_hyd,BajaCalifSouth,2020,fixed,0,0,0,0,0,0,0,0,0,energy,hydrogen,cars,
cars_gsl,Peninsular,2020,fixed,0,0,0,0,0,0,0,0,0,energy,diesel,cars,
cars_hyd,Peninsular,2020,fixed,0,0,0,0,0,0,0,0,0,energy,hydrogen,cars,
